index, x, y
1171, 30, 22
1172, 31, 22
1173, 32, 22
1174, 33, 22
1175, 34, 22
1176, 35, 22
1177, 36, 22
1178, 37, 22
1179, 38, 22
1180, 39, 22
1181, 40, 22
1182, 41, 22
1183, 42, 22
1184, 43, 22
1185, 44, 22
1186, 45, 22
1187, 46, 22
1188, 47, 22
1189, 48, 22
1190, 49, 22
1191, 0, 21
1192, 1, 21
1193, 2, 21
1194, 3, 21
1195, 4, 21
1196, 5, 21
1197, 6, 21
1198, 7, 21
1199, 8, 21
1200, 9, 21
1201, 10, 21
1202, 11, 21
1203, 12, 21
1204, 13, 21
1205, 14, 21
1206, 15, 21
1207, 16, 21
1208, 17, 21
1209, 18, 21
1210, 19, 21
1211, 20, 21
1212, 21, 21
1213, 22, 21
1214, 23, 21
1215, 24, 21
1216, 25, 21
1217, 26, 21
1218, 27, 21
1219, 28, 21
1220, 29, 21
1221, 30, 21
1222, 31, 21
1223, 32, 21
1224, 33, 21
1225, 34, 21
1226, 35, 21
1227, 36, 21
1228, 37, 21
1229, 38, 21
1230, 39, 21
1231, 40, 21
1232, 41, 21
1233, 42, 21
1234, 43, 21
1235, 44, 21
1236, 45, 21
1237, 46, 21
1238, 47, 21
1239, 48, 21
1240, 49, 21
1241, 0, 20
1242, 1, 20
1243, 2, 20
1244, 3, 20
1245, 4, 20
1246, 5, 20
1247, 6, 20
1248, 7, 20
1249, 8, 20
1250, 9, 20
1251, 10, 20
1252, 11, 20
1253, 12, 20
1254, 13, 20
1255, 14, 20
1256, 15, 20
1257, 16, 20
1258, 17, 20
1259, 18, 20
1260, 19, 20
1261, 20, 20
1262, 21, 20
1263, 22, 20
1264, 23, 20
1265, 24, 20
1266, 25, 20
1267, 26, 20
1268, 27, 20
1269, 28, 20
1270, 29, 20
1271, 30, 20
1272, 31, 20
1273, 32, 20
1274, 33, 20
1275, 34, 20
1276, 35, 20
1277, 36, 20
1278, 37, 20
1279, 38, 20
1280, 39, 20
1281, 40, 20
1282, 41, 20
1283, 42, 20
1284, 43, 20
1285, 44, 20
1286, 45, 20
1287, 46, 20
1288, 47, 20
1289, 48, 20
1290, 49, 20
1291, 0, 19
1292, 1, 19
1293, 2, 19
1294, 3, 19
1295, 4, 19
1296, 5, 19
1297, 6, 19
1298, 7, 19
1299, 8, 19
1300, 9, 19
1301, 10, 19
1302, 11, 19
1303, 12, 19
1304, 13, 19
1305, 14, 19
1306, 15, 19
1307, 16, 19
1308, 17, 19
1309, 18, 19
1310, 19, 19
1311, 20, 19
1312, 21, 19
1313, 22, 19
1314, 23, 19
1315, 24, 19
1316, 25, 19
1317, 26, 19
1318, 27, 19
1319, 28, 19
1320, 29, 19
1321, 30, 19
1322, 31, 19
1323, 32, 19
1324, 33, 19
1325, 34, 19
1326, 35, 19
1327, 36, 19
1328, 37, 19
1329, 38, 19
1330, 39, 19
1331, 40, 19
1332, 41, 19
1333, 42, 19
1334, 43, 19
1335, 44, 19
1336, 45, 19
1337, 46, 19
1338, 47, 19
1339, 48, 19
1340, 49, 19
1341, 0, 18
1342, 1, 18
1343, 2, 18
1344, 3, 18
1345, 4, 18
1346, 5, 18
1347, 6, 18
1348, 7, 18
1349, 8, 18
1350, 9, 18
1351, 10, 18
1352, 11, 18
1353, 12, 18
1354, 13, 18
1355, 14, 18
1356, 15, 18
1357, 16, 18
1358, 17, 18
1359, 18, 18
1360, 19, 18
1361, 20, 18
1362, 21, 18
1363, 22, 18
1364, 23, 18
1365, 24, 18
1366, 25, 18
1367, 26, 18
1368, 27, 18
1369, 28, 18
1370, 29, 18
1371, 30, 18
1372, 31, 18
1373, 32, 18
1374, 33, 18
1375, 34, 18
1376, 35, 18
1377, 36, 18
1378, 37, 18
1379, 38, 18
1380, 39, 18
1381, 40, 18
1382, 41, 18
1383, 42, 18
1384, 43, 18
1385, 44, 18
1386, 45, 18
1387, 46, 18
1388, 47, 18
1389, 48, 18
1390, 49, 18
1391, 0, 17
1392, 1, 17
1393, 2, 17
1394, 3, 17
1395, 4, 17
1396, 5, 17
1397, 6, 17
1398, 7, 17
1399, 8, 17
1400, 9, 17
1401, 10, 17
1402, 11, 17
1403, 12, 17
1404, 13, 17
1405, 14, 17
1406, 15, 17
1407, 16, 17
1408, 17, 17
1409, 18, 17
1410, 19, 17
1411, 20, 17
1412, 21, 17
1413, 22, 17
1414, 23, 17
1415, 24, 17
1416, 25, 17
1417, 26, 17
1418, 27, 17
1419, 28, 17
1420, 29, 17
1421, 30, 17
1422, 31, 17
1423, 32, 17
1424, 33, 17
1425, 34, 17
1426, 35, 17
1427, 36, 17
1428, 37, 17
1429, 38, 17
1430, 39, 17
1431, 40, 17
1432, 41, 17
1433, 42, 17
1434, 43, 17
1435, 44, 17
1436, 45, 17
1437, 46, 17
1438, 47, 17
1439, 48, 17
1440, 49, 17
1441, 0, 16
1442, 1, 16
1443, 2, 16
1444, 3, 16
1445, 4, 16
1446, 5, 16
1447, 6, 16
1448, 7, 16
1449, 8, 16
1450, 9, 16
1451, 10, 16
1452, 11, 16
1453, 12, 16
1454, 13, 16
1455, 14, 16
1456, 15, 16
1457, 16, 16
1458, 17, 16
1459, 18, 16
1460, 19, 16
1461, 20, 16
1462, 21, 16
1463, 22, 16
1464, 23, 16
1465, 24, 16
1466, 25, 16
1467, 26, 16
1468, 27, 16
1469, 28, 16
1470, 29, 16
1471, 30, 16
1472, 31, 16
1473, 32, 16
1474, 33, 16
1475, 34, 16
1476, 35, 16
1477, 36, 16
1478, 37, 16
1479, 38, 16
1480, 39, 16
1481, 40, 16
1482, 41, 16
1483, 42, 16
1484, 43, 16
1485, 44, 16
1486, 45, 16
1487, 46, 16
1488, 47, 16
1489, 48, 16
1490, 49, 16
1491, 0, 15
1492, 1, 15
1493, 2, 15
1494, 3, 15
1495, 4, 15
1496, 5, 15
1497, 6, 15
1498, 7, 15
1499, 8, 15
1500, 9, 15
1501, 10, 15
1502, 11, 15
1503, 12, 15
1504, 13, 15
1505, 14, 15
1506, 15, 15
1507, 16, 15
1508, 17, 15
1509, 18, 15
1510, 19, 15
1511, 20, 15
1512, 21, 15
1513, 22, 15
1514, 23, 15
1515, 24, 15
1516, 25, 15
1517, 26, 15
1518, 27, 15
1519, 28, 15
1520, 29, 15
1521, 30, 15
1522, 31, 15
1523, 32, 15
1524, 33, 15
1525, 34, 15
1526, 35, 15
1527, 36, 15
1528, 37, 15
1529, 38, 15
1530, 39, 15
1531, 40, 15
1532, 41, 15
1533, 42, 15
1534, 43, 15
1535, 44, 15
1536, 45, 15
1537, 46, 15
1538, 47, 15
1539, 48, 15
1540, 49, 15
1541, 0, 14
1542, 1, 14
1543, 2, 14
1544, 3, 14
1545, 4, 14
1546, 5, 14
1547, 6, 14
1548, 7, 14
1549, 8, 14
1550, 9, 14
1551, 10, 14
1552, 11, 14
1553, 12, 14
1554, 13, 14
1555, 14, 14
1556, 15, 14
1557, 16, 14
1558, 17, 14
1559, 18, 14
1560, 19, 14
1561, 20, 14
1562, 21, 14
1563, 22, 14
1564, 23, 14
1565, 24, 14
1566, 25, 14
1567, 26, 14
1568, 27, 14
1569, 28, 14
1570, 29, 14
1571, 30, 14
1572, 31, 14
1573, 32, 14
1574, 33, 14
1575, 34, 14
1576, 35, 14
1577, 36, 14
1578, 37, 14
1579, 38, 14
1580, 39, 14
1581, 40, 14
1582, 41, 14
1583, 42, 14
1584, 43, 14
1585, 44, 14
1586, 45, 14
1587, 46, 14
1588, 47, 14
1589, 48, 14
1590, 49, 14
1591, 0, 13
1592, 1, 13
1593, 2, 13
1594, 3, 13
1595, 4, 13
1596, 5, 13
1597, 6, 13
1598, 7, 13
1599, 8, 13
1600, 9, 13
1601, 10, 13
1602, 11, 13
1603, 12, 13
1604, 13, 13
1605, 14, 13
1606, 15, 13
1607, 16, 13
1608, 17, 13
1609, 18, 13
1610, 19, 13
1611, 20, 13
1612, 21, 13
1613, 22, 13
1614, 23, 13
1615, 24, 13
1616, 25, 13
1617, 26, 13
1618, 27, 13
1619, 28, 13
1620, 29, 13
1621, 30, 13
1622, 31, 13
1623, 32, 13
1624, 33, 13
1625, 34, 13
1626, 35, 13
1627, 36, 13
1628, 37, 13
1629, 38, 13
1630, 39, 13
1631, 40, 13
1632, 41, 13
1633, 42, 13
1634, 43, 13
1635, 44, 13
1636, 45, 13
1637, 46, 13
1638, 47, 13
1639, 48, 13
1640, 49, 13
1641, 0, 12
1642, 1, 12
1643, 2, 12
1644, 3, 12
1645, 4, 12
1646, 5, 12
1647, 6, 12
1648, 7, 12
1649, 8, 12
1650, 9, 12
1651, 10, 12
1652, 11, 12
1653, 12, 12
1654, 13, 12
1655, 14, 12
1656, 15, 12
1657, 16, 12
1658, 17, 12
1659, 18, 12
1660, 19, 12
1661, 20, 12
1662, 21, 12
1663, 22, 12
1664, 23, 12
1665, 24, 12
1666, 25, 12
1667, 26, 12
1668, 27, 12
1669, 28, 12
1670, 29, 12
1671, 30, 12
1672, 31, 12
1673, 32, 12
1674, 33, 12
1675, 34, 12
1676, 35, 12
1677, 36, 12
1678, 37, 12
1679, 38, 12
1680, 39, 12
1681, 40, 12
1682, 41, 12
1683, 42, 12
1684, 43, 12
1685, 44, 12
1686, 45, 12
1687, 46, 12
1688, 47, 12
1689, 48, 12
1690, 49, 12
1691, 0, 11
1692, 1, 11
1693, 2, 11
1694, 3, 11
1695, 4, 11
1696, 5, 11
1697, 6, 11
1698, 7, 11
1699, 8, 11
1700, 9, 11
1701, 10, 11
1702, 11, 11
1703, 12, 11
1704, 13, 11
1705, 14, 11
1706, 15, 11
1707, 16, 11
1708, 17, 11
1709, 18, 11
1710, 19, 11
1711, 20, 11
1712, 21, 11
1713, 22, 11
1714, 23, 11
1715, 24, 11
1716, 25, 11
1717, 26, 11
1718, 27, 11
1719, 28, 11
1720, 29, 11
1721, 30, 11
1722, 31, 11
1723, 32, 11
1724, 33, 11
1725, 34, 11
1726, 35, 11
1727, 36, 11
1728, 37, 11
1729, 38, 11
1730, 39, 11
1731, 40, 11
1732, 41, 11
1733, 42, 11
1734, 43, 11
1735, 44, 11
1736, 45, 11
1737, 46, 11
1738, 47, 11
1739, 48, 11
1740, 49, 11
1741, 0, 10
1742, 1, 10
1743, 2, 10
1744, 3, 10
1745, 4, 10
1746, 5, 10
1747, 6, 10
1748, 7, 10
1749, 8, 10
1750, 9, 10
1751, 10, 10
1752, 11, 10
1753, 12, 10
1754, 13, 10
1755, 14, 10
1756, 15, 10
1757, 16, 10
1758, 17, 10
1759, 18, 10
1760, 19, 10
1761, 20, 10
1762, 21, 10
1763, 22, 10
1764, 23, 10
1765, 24, 10
1766, 25, 10
1767, 26, 10
1768, 27, 10
1769, 28, 10
1770, 29, 10
1771, 30, 10
1772, 31, 10
1773, 32, 10
1774, 33, 10
1775, 34, 10
1776, 35, 10
1777, 36, 10
1778, 37, 10
1779, 38, 10
1780, 39, 10
1781, 40, 10
1782, 41, 10
1783, 42, 10
1784, 43, 10
1785, 44, 10
1786, 45, 10
1787, 46, 10
1788, 47, 10
1789, 48, 10
1790, 49, 10
1791, 0, 9
1792, 1, 9
1793, 2, 9
1794, 3, 9
1795, 4, 9
1796, 5, 9
1797, 6, 9
1798, 7, 9
1799, 8, 9
1800, 9, 9
1801, 10, 9
1802, 11, 9
1803, 12, 9
1804, 13, 9
1805, 14, 9
1806, 15, 9
1807, 16, 9
1808, 17, 9
1809, 18, 9
1810, 19, 9
1811, 20, 9
1812, 21, 9
1813, 22, 9
1814, 23, 9
1815, 24, 9
1816, 25, 9
1817, 26, 9
1818, 27, 9
1819, 28, 9
1820, 29, 9
1821, 30, 9
1822, 31, 9
1823, 32, 9
1824, 33, 9
1825, 34, 9
1826, 35, 9
1827, 36, 9
1828, 37, 9
1829, 38, 9
1830, 39, 9
1831, 40, 9
1832, 41, 9
1833, 42, 9
1834, 43, 9
1835, 44, 9
1836, 45, 9
1837, 46, 9
1838, 47, 9
1839, 48, 9
1840, 49, 9
1841, 0, 8
1842, 1, 8
1843, 2, 8
1844, 3, 8
1845, 4, 8
1846, 5, 8
1847, 6, 8
1848, 7, 8
1849, 8, 8
1850, 9, 8
1851, 10, 8
1852, 11, 8
1853, 12, 8
1854, 13, 8
1855, 14, 8
1856, 15, 8
1857, 16, 8
1858, 17, 8
1859, 18, 8
1860, 19, 8
1861, 20, 8
1862, 21, 8
1863, 22, 8
1864, 23, 8
1865, 24, 8
1866, 25, 8
1867, 26, 8
1868, 27, 8
1869, 28, 8
1870, 29, 8
1871, 30, 8
1872, 31, 8
1873, 32, 8
1874, 33, 8
1875, 34, 8
1876, 35, 8
1877, 36, 8
1878, 37, 8
1879, 38, 8
1880, 39, 8
1881, 40, 8
1882, 41, 8
1883, 42, 8
1884, 43, 8
1885, 44, 8
1886, 45, 8
1887, 46, 8
1888, 47, 8
1889, 48, 8
1890, 49, 8
1891, 0, 7
1892, 1, 7
1893, 2, 7
1894, 3, 7
1895, 4, 7
1896, 5, 7
1897, 6, 7
1898, 7, 7
1899, 8, 7
1900, 9, 7
1901, 10, 7
1902, 11, 7
1903, 12, 7
1904, 13, 7
1905, 14, 7
1906, 15, 7
1907, 16, 7
1908, 17, 7
1909, 18, 7
1910, 19, 7
1911, 20, 7
1912, 21, 7
1913, 22, 7
1914, 23, 7
1915, 24, 7
1916, 25, 7
1917, 26, 7
1918, 27, 7
1919, 28, 7
1920, 29, 7
1921, 30, 7
1922, 31, 7
1923, 32, 7
1924, 33, 7
1925, 34, 7
1926, 35, 7
1927, 36, 7
1928, 37, 7
1929, 38, 7
1930, 39, 7
1931, 40, 7
1932, 41, 7
1933, 42, 7
1934, 43, 7
1935, 44, 7
1936, 45, 7
1937, 46, 7
1938, 47, 7
1939, 48, 7
1940, 49, 7
1941, 0, 6
1942, 1, 6
1943, 2, 6
1944, 3, 6
1945, 4, 6
1946, 5, 6
1947, 6, 6
1948, 7, 6
1949, 8, 6
1950, 9, 6
1951, 10, 6
1952, 11, 6
1953, 12, 6
1954, 13, 6
1955, 14, 6
1956, 15, 6
1957, 16, 6
1958, 17, 6
1959, 18, 6
1960, 19, 6
1961, 20, 6
1962, 21, 6
1963, 22, 6
1964, 23, 6
1965, 24, 6
1966, 25, 6
1967, 26, 6
1968, 27, 6
1969, 28, 6
1970, 29, 6
1971, 30, 6
1972, 31, 6
1973, 32, 6
1974, 33, 6
1975, 34, 6
1976, 35, 6
1977, 36, 6
1978, 37, 6
1979, 38, 6
1980, 39, 6
1981, 40, 6
1982, 41, 6
1983, 42, 6
1984, 43, 6
1985, 44, 6
1986, 45, 6
1987, 46, 6
1988, 47, 6
1989, 48, 6
1990, 49, 6
1991, 0, 5
1992, 1, 5
1993, 2, 5
1994, 3, 5
1995, 4, 5
1996, 5, 5
1997, 6, 5
1998, 7, 5
1999, 8, 5
2000, 9, 5
2001, 10, 5
2002, 11, 5
2003, 12, 5
2004, 13, 5
2005, 14, 5
2006, 15, 5
2007, 16, 5
2008, 17, 5
2009, 18, 5
2010, 19, 5
2011, 20, 5
2012, 21, 5
2013, 22, 5
2014, 23, 5
2015, 24, 5
2016, 25, 5
2017, 26, 5
2018, 27, 5
2019, 28, 5
2020, 29, 5
2021, 30, 5
2022, 31, 5
2023, 32, 5
2024, 33, 5
2025, 34, 5
2026, 35, 5
2027, 36, 5
2028, 37, 5
2029, 38, 5
2030, 39, 5
2031, 40, 5
2032, 41, 5
2033, 42, 5
2034, 43, 5
2035, 44, 5
2036, 45, 5
2037, 46, 5
2038, 47, 5
2039, 48, 5
2040, 49, 5
2041, 0, 4
2042, 1, 4
2043, 2, 4
2044, 3, 4
2045, 4, 4
2046, 5, 4
2047, 6, 4
2048, 7, 4
2049, 8, 4
2050, 9, 4
2051, 10, 4
2052, 11, 4
2053, 12, 4
2054, 13, 4
2055, 14, 4
2056, 15, 4
2057, 16, 4
2058, 17, 4
2059, 18, 4
2060, 19, 4
2061, 20, 4
2062, 21, 4
2063, 22, 4
2064, 23, 4
2065, 24, 4
2066, 25, 4
2067, 26, 4
2068, 27, 4
2069, 28, 4
2070, 29, 4
2071, 30, 4
2072, 31, 4
2073, 32, 4
2074, 33, 4
2075, 34, 4
2076, 35, 4
2077, 36, 4
2078, 37, 4
2079, 38, 4
2080, 39, 4
2081, 40, 4
2082, 41, 4
2083, 42, 4
2084, 43, 4
2085, 44, 4
2086, 45, 4
2087, 46, 4
2088, 47, 4
2089, 48, 4
2090, 49, 4
2091, 0, 3
2092, 1, 3
2093, 2, 3
2094, 3, 3
2095, 4, 3
2096, 5, 3
2097, 6, 3
2098, 7, 3
2099, 8, 3
2100, 9, 3
2101, 10, 3
2102, 11, 3
2103, 12, 3
2104, 13, 3
2105, 14, 3
2106, 15, 3
2107, 16, 3
2108, 17, 3
2109, 18, 3
2110, 19, 3
2111, 20, 3
2112, 21, 3
2113, 22, 3
2114, 23, 3
2115, 24, 3
2116, 25, 3
2117, 26, 3
2118, 27, 3
2119, 28, 3
2120, 29, 3
2121, 30, 3
2122, 31, 3
2123, 32, 3
2124, 33, 3
2125, 34, 3
2126, 35, 3
2127, 36, 3
2128, 37, 3
2129, 38, 3
2130, 39, 3
2131, 40, 3
2132, 41, 3
2133, 42, 3
2134, 43, 3
2135, 44, 3
2136, 45, 3
2137, 46, 3
2138, 47, 3
2139, 48, 3
2140, 49, 3
2141, 0, 2
2142, 1, 2
2143, 2, 2
2144, 3, 2
2145, 4, 2
2146, 5, 2
2147, 6, 2
2148, 7, 2
2149, 8, 2
2150, 9, 2
2151, 10, 2
2152, 11, 2
2153, 12, 2
2154, 13, 2
2155, 14, 2
2156, 15, 2
2157, 16, 2
2158, 17, 2
2159, 18, 2
2160, 19, 2
2161, 20, 2
2162, 21, 2
2163, 22, 2
2164, 23, 2
2165, 24, 2
2166, 25, 2
2167, 26, 2
2168, 27, 2
2169, 28, 2
2170, 29, 2
2171, 30, 2
2172, 31, 2
2173, 32, 2
2174, 33, 2
2175, 34, 2
2176, 35, 2
2177, 36, 2
2178, 37, 2
2179, 38, 2
2180, 39, 2
2181, 40, 2
2182, 41, 2
2183, 42, 2
2184, 43, 2
2185, 44, 2
2186, 45, 2
2187, 46, 2
2188, 47, 2
2189, 48, 2
2190, 49, 2
2191, 0, 1
2192, 1, 1
2193, 2, 1
2194, 3, 1
2195, 4, 1
2196, 5, 1
2197, 6, 1
2198, 7, 1
2199, 8, 1
2200, 9, 1
2201, 10, 1
2202, 11, 1
2203, 12, 1
2204, 13, 1
2205, 14, 1
2206, 15, 1
2207, 16, 1
2208, 17, 1
2209, 18, 1
2210, 19, 1
2211, 20, 1
2212, 21, 1
2213, 22, 1
2214, 23, 1
2215, 24, 1
2216, 25, 1
2217, 26, 1
2218, 27, 1
2219, 28, 1
2220, 29, 1
2221, 30, 1
2222, 31, 1
2223, 32, 1
2224, 33, 1
2225, 34, 1
2226, 35, 1
2227, 36, 1
2228, 37, 1
2229, 38, 1
2230, 39, 1
2231, 40, 1
2232, 41, 1
2233, 42, 1
2234, 43, 1
2235, 44, 1
2236, 45, 1
2237, 46, 1
2238, 47, 1
2239, 48, 1
2240, 49, 1
2241, 0, 0
2242, 1, 0
2243, 2, 0
2244, 3, 0
2245, 4, 0
2246, 5, 0
2247, 6, 0
2248, 7, 0
2249, 8, 0
2250, 9, 0
2251, 10, 0
2252, 11, 0
2253, 12, 0
2254, 13, 0
2255, 14, 0
2256, 15, 0
2257, 16, 0
2258, 17, 0
2259, 18, 0
2260, 19, 0
2261, 20, 0
2262, 21, 0
2263, 22, 0
2264, 23, 0
2265, 24, 0
2266, 25, 0
2267, 26, 0
2268, 27, 0
2269, 28, 0
2270, 29, 0
2271, 30, 0
2272, 31, 0
2273, 32, 0
2274, 33, 0
2275, 34, 0
2276, 35, 0
2277, 36, 0
2278, 37, 0
2279, 38, 0
2280, 39, 0
2281, 40, 0
2282, 41, 0
2283, 42, 0
2284, 43, 0
2285, 44, 0
2286, 45, 0
2287, 46, 0
2288, 47, 0
2289, 48, 0
2290, 49, 0
